"seqnames" "start" "end"
"2703" "chr16" 27563989 27564751
"2704" "chr16" 27614922 27615595
"2705" "chr16" 27640386 27641412
"2706" "chr16" 27677663 27678092
"2707" "chr16" 28269695 28270828
"2708" "chr16" 28578120 28578694
"2709" "chr16" 28593384 28594306
"2710" "chr16" 28596405 28597364
"2711" "chr16" 28601856 28602690
"2712" "chr16" 28708987 28710081
"2713" "chr16" 28855539 28856272
"2714" "chr16" 28994426 28994930
"2715" "chr16" 29025204 29026012
"2716" "chr16" 29193620 29194920
"2717" "chr16" 29435765 29437538
"2718" "chr16" 29558368 29559125
"2719" "chr16" 29585553 29586882
"2720" "chr16" 29630214 29631152
"2721" "chr16" 29650359 29651073
"2722" "chr16" 29689690 29690966
"2723" "chr16" 30002622 30004344
"2724" "chr16" 30420716 30421388
"2725" "chr16" 30433865 30434778
"2726" "chr16" 30604338 30604835
"2727" "chr16" 30655422 30656358
"2728" "chr16" 30868890 30869808
"2729" "chr16" 30931342 30932627
"2730" "chr16" 31000081 31000984
"2731" "chr16" 31187231 31189460
"2732" "chr16" 31351094 31351954
"2733" "chr16" 31451616 31452639
"2734" "chr16" 31621727 31622966
"2735" "chr16" 31789706 31791813
"2736" "chr16" 31824170 31824979
"2737" "chr16" 31826971 31827724
"2738" "chr16" 31921734 31922485
"2739" "chr16" 31942129 31943608
"2740" "chr16" 32013850 32014072
"2741" "chr16" 32014454 32014938
"2742" "chr16" 32051398 32052424
"2743" "chr16" 32059487 32060939
"2744" "chr16" 32081783 32082797
"2745" "chr16" 32127780 32128607
"2746" "chr16" 32131466 32132213
"2747" "chr16" 32184016 32184765
"2748" "chr16" 32203992 32204714
"2749" "chr16" 32304568 32305951
"2750" "chr16" 32559551 32561460
"2751" "chr16" 32582144 32582920
"2752" "chr16" 32648864 32650183
"2753" "chr16" 32662114 32663036
"2754" "chr16" 32671695 32673167
"2755" "chr16" 32726583 32727347
"2756" "chr16" 32729144 32729549
"2757" "chr16" 32975585 32976040
"2758" "chr16" 33058783 33060075
"2759" "chr16" 33096562 33097529
"2760" "chr16" 33105206 33106071
"2761" "chr16" 33120971 33122162
"2762" "chr16" 33163282 33164665
"2763" "chr16" 33592769 33594341
"2764" "chr16" 33901626 33902763
"2765" "chr16" 33930710 33931451
"2766" "chr16" 33938178 33938848
"2767" "chr16" 33953058 33954660
"2768" "chr16" 33992247 33992665
"2769" "chr16" 34046535 34047168
"2770" "chr16" 34111224 34112583
"2771" "chr16" 34194272 34195270
"2772" "chr16" 34284028 34285547
"2773" "chr16" 34477645 34477986
"2774" "chr16" 34478952 34479392
"2775" "chr16" 34523407 34525066
"2776" "chr16" 34528031 34529312
"2777" "chr16" 35329184 35330209
"2778" "chr16" 35414131 35415324
"2779" "chr16" 35426610 35427324
"2780" "chr16" 35535017 35535598
"2781" "chr16" 35586226 35587315
"2782" "chr16" 35661293 35662063
"2783" "chr16" 36093352 36094003
"2784" "chr16" 36196262 36197278
"2785" "chr16" 36747786 36748630
"2786" "chr16" 36906549 36907464
"2787" "chr16" 36945106 36946320
"2788" "chr16" 36979052 36979731
"2789" "chr16" 37415341 37415919
"2790" "chr16" 37470570 37471274
"2791" "chr16" 37582645 37583218
"2792" "chr16" 37891466 37892323
"2793" "chr16" 38067163 38068109
"2794" "chr16" 38159569 38160244
"2795" "chr16" 38239888 38240630
"2796" "chr16" 38628471 38629239
"2797" "chr16" 38939595 38941097
"2798" "chr16" 39146626 39147527
"2799" "chr16" 39194885 39195377
"2800" "chr16" 39196714 39197193
"2801" "chr16" 39241459 39242593
"2802" "chr16" 39266810 39267299
"2803" "chr16" 39271075 39271862
"2804" "chr16" 39477052 39478295
"2805" "chr16" 39900334 39902046
"2806" "chr16" 40024787 40025190
"2807" "chr16" 40130922 40132422
"2808" "chr16" 40458185 40459261
"2809" "chr16" 40508365 40509069
"2810" "chr16" 40560409 40561637
"2811" "chr16" 40575183 40576323
"2812" "chr16" 40839893 40841499
"2813" "chr16" 40953911 40955082
"2814" "chr16" 41014958 41015904
"2815" "chr16" 41059935 41060957
"2816" "chr16" 41131188 41131734
"2817" "chr16" 41465061 41465592
"2818" "chr16" 41487489 41488192
"2819" "chr16" 41534941 41535767
"2820" "chr16" 41665865 41667238
"2821" "chr16" 41717005 41717956
"2822" "chr16" 41786873 41787604
"2823" "chr16" 41804225 41804991
"2824" "chr16" 42151122 42152493
"2825" "chr16" 42175205 42175657
"2826" "chr16" 42237550 42238537
"2827" "chr16" 42388750 42390568
"2828" "chr16" 42460732 42461577
"2829" "chr16" 42481247 42481900
"2830" "chr16" 42667266 42668553
"2831" "chr16" 42769584 42770377
"2832" "chr16" 43011178 43011638
"2833" "chr16" 43025321 43026605
"2834" "chr16" 43040875 43041730
"2835" "chr16" 43077178 43078392
"2836" "chr16" 43138780 43139978
"2837" "chr16" 43152565 43153255
"2838" "chr16" 43335659 43336473
"2839" "chr16" 43344607 43345415
"2840" "chr16" 43368372 43369049
"2841" "chr16" 43400546 43401573
"2842" "chr16" 44126925 44127906
"2843" "chr16" 44349558 44350505
"2844" "chr16" 44648540 44649913
"2845" "chr16" 44673201 44673940
"2846" "chr16" 44678186 44678735
"2847" "chr16" 45068480 45070045
"2848" "chr16" 45455970 45457399
"2849" "chr16" 45571834 45572785
"2850" "chr16" 45693121 45693872
"2851" "chr16" 45739227 45739607
"2852" "chr16" 45921755 45922523
"2853" "chr16" 45930552 45931802
"2854" "chr16" 46000641 46001640
"2855" "chr16" 46096581 46097542
"2856" "chr16" 46111553 46112088
"2857" "chr16" 46401260 46402460
"2858" "chr16" 46409855 46410962
"2859" "chr16" 46430268 46431114
"2860" "chr16" 46459250 46460246
"2861" "chr16" 46492192 46493092
"2862" "chr16" 46665700 46667323
"2863" "chr16" 46684462 46685333
"2864" "chr16" 46765294 46766445
"2865" "chr16" 46868587 46869758
"2866" "chr16" 47206570 47207504
"2867" "chr16" 47380754 47381768
"2868" "chr16" 47426056 47426852
"2869" "chr16" 47428702 47429061
"2870" "chr16" 48400161 48401027
"2871" "chr16" 48429600 48431036
"2872" "chr16" 48460639 48461827
"2873" "chr16" 48616091 48617569
"2874" "chr16" 48713827 48714893
"2875" "chr16" 49601464 49602320
"2876" "chr16" 49647293 49647906
"2877" "chr16" 50006605 50007564
"2878" "chr16" 50089329 50089645
"2879" "chr16" 50228785 50229666
"2880" "chr16" 50433876 50435073
"2881" "chr16" 51072158 51073039
"2882" "chr16" 51154887 51155195
"2883" "chr16" 51180827 51181575
"2884" "chr16" 51406760 51407924
"2885" "chr16" 51461406 51462826
"2886" "chr16" 51889284 51890267
"2887" "chr16" 52539873 52540695
"2888" "chr16" 52646147 52647291
"2889" "chr16" 52732898 52733791
"2890" "chr16" 52770782 52771613
"2891" "chr16" 52846620 52847306
"2892" "chr16" 53278150 53279211
"2893" "chr16" 53518773 53519664
"2894" "chr16" 53590413 53591080
"2895" "chr16" 53603665 53604631
"2896" "chr16" 53799532 53800213
"2897" "chr16" 53917601 53919457
"2898" "chr16" 54209199 54210069
"2899" "chr16" 54303022 54303882
"2900" "chr16" 54497661 54498324
"2901" "chr16" 54674166 54674854
"2902" "chr16" 54780320 54780999
"2903" "chr16" 54799522 54800893
"2904" "chr16" 54828785 54830133
"2905" "chr16" 54941983 54942738
"2906" "chr16" 54970840 54971520
"2907" "chr16" 55078131 55079247
"2908" "chr16" 55122039 55122961
"2909" "chr16" 55168080 55169086
"2910" "chr17" 113733 114456
"2911" "chr17" 134708 136049
"2912" "chr17" 680552 681601
"2913" "chr17" 750782 752208
"2914" "chr17" 867300 868575
"2915" "chr17" 944998 946358
"2916" "chr17" 956933 957910
"2917" "chr17" 1063695 1064520
"2918" "chr17" 1174745 1175097
"2919" "chr17" 1193742 1194608
"2920" "chr17" 1323510 1323919
"2921" "chr17" 1359915 1360547
"2922" "chr17" 1544890 1545515
"2923" "chr17" 2063695 2064338
"2924" "chr17" 2126093 2127085
"2925" "chr17" 2162772 2163659
"2926" "chr17" 2689654 2690421
"2927" "chr17" 2727527 2728263
"2928" "chr17" 3189332 3190391
"2929" "chr17" 3985627 3986724
"2930" "chr17" 3993647 3994674
"2931" "chr17" 4231818 4232887
"2932" "chr17" 4317442 4318913
"2933" "chr17" 4368556 4369839
"2934" "chr17" 5060779 5061702
"2935" "chr17" 5610113 5611502
"2936" "chr17" 5731408 5732390
"2937" "chr17" 5768507 5769608
"2938" "chr17" 5895480 5896680
"2939" "chr17" 5931438 5932411
"2940" "chr17" 6075770 6076531
"2941" "chr17" 6275905 6276804
"2942" "chr17" 6451474 6451948
"2943" "chr17" 6452439 6452804
"2944" "chr17" 6736841 6738485
"2945" "chr17" 6758382 6759141
"2946" "chr17" 6765464 6766383
"2947" "chr17" 6792605 6794095
"2948" "chr17" 7350926 7351590
"2949" "chr17" 7440266 7440648
"2950" "chr17" 7619985 7620967
"2951" "chr17" 7818569 7819412
"2952" "chr17" 8169288 8170065
"2953" "chr17" 8183314 8183777
"2954" "chr17" 8268112 8268550
"2955" "chr17" 8270801 8271314
"2956" "chr17" 8323270 8324011
"2957" "chr17" 8569417 8570804
"2958" "chr17" 8637490 8638860
"2959" "chr17" 8727053 8728087
"2960" "chr17" 8753666 8754843
"2961" "chr17" 8988181 8989012
"2962" "chr17" 9309818 9310744
"2963" "chr17" 9994854 9995775
"2964" "chr17" 10024569 10025503
"2965" "chr17" 10058863 10060380
"2966" "chr17" 10073748 10074784
"2967" "chr17" 10090572 10091485
"2968" "chr17" 10247864 10249219
"2969" "chr17" 10498151 10498369
"2970" "chr17" 10565865 10566960
"2971" "chr17" 10593070 10594252
"2972" "chr17" 10748310 10749317
"2973" "chr17" 10813103 10814165
"2974" "chr17" 11015258 11016025
"2975" "chr17" 11328312 11330185
"2976" "chr17" 11372501 11373028
"2977" "chr17" 11418260 11419294
"2978" "chr17" 11439163 11439880
"2979" "chr17" 11466033 11466782
"2980" "chr17" 11494729 11495542
"2981" "chr17" 11507072 11507637
"2982" "chr17" 12057746 12058734
"2983" "chr17" 12075623 12076617
"2984" "chr17" 12248867 12250249
"2985" "chr17" 12384970 12385657
"2986" "chr17" 12408035 12408870
"2987" "chr17" 12657991 12659057
"2988" "chr17" 12697578 12698593
"2989" "chr17" 12763685 12764534
"2990" "chr17" 12767350 12768052
"2991" "chr17" 12942346 12942970
"2992" "chr17" 12966320 12967013
"2993" "chr17" 13072259 13073200
"2994" "chr17" 13099036 13100242
"2995" "chr17" 13664474 13666088
"2996" "chr17" 14451104 14452085
"2997" "chr17" 14590901 14591875
"2998" "chr17" 14613053 14613758
"2999" "chr17" 14779851 14780646
"3000" "chr17" 14965264 14965628
"3001" "chr17" 15029013 15029898
"3002" "chr17" 15033789 15034799
"3003" "chr17" 15148709 15149727
"3004" "chr17" 15213052 15213982
"3005" "chr17" 15229123 15230661
"3006" "chr17" 15381836 15383021
"3007" "chr17" 15433182 15433604
"3008" "chr17" 15527920 15529054
"3009" "chr17" 15534862 15535989
"3010" "chr17" 15655822 15657200
"3011" "chr17" 15666857 15667624
"3012" "chr17" 15673736 15674563
"3013" "chr17" 15788000 15788480
"3014" "chr17" 15898943 15899721
"3015" "chr17" 15983105 15983905
"3016" "chr17" 16068918 16069788
"3017" "chr17" 16089980 16090702
"3018" "chr17" 16192439 16193477
"3019" "chr17" 16323925 16324784
"3020" "chr17" 16423455 16424601
"3021" "chr17" 16564984 16565998
"3022" "chr17" 17130101 17131530
"3023" "chr17" 17447646 17448225
"3024" "chr17" 17758767 17759514
"3025" "chr17" 17764703 17765062
"3026" "chr17" 17804251 17805346
"3027" "chr17" 17954884 17955971
"3028" "chr17" 18031420 18032534
"3029" "chr17" 18117059 18118167
"3030" "chr17" 19480886 19481119
"3031" "chr17" 19498651 19499698
"3032" "chr17" 19625935 19626706
"3033" "chr17" 19630166 19631265
"3034" "chr17" 20202303 20203169
"3035" "chr17" 20217621 20218482
"3036" "chr17" 20237634 20238431
"3037" "chr17" 20287449 20287690
"3038" "chr17" 20569608 20570093
"3039" "chr17" 20694928 20696170
"3040" "chr17" 20849038 20850780
"3041" "chr17" 20897114 20897961
"3042" "chr17" 20922823 20923724
"3043" "chr17" 20978202 20979467
"3044" "chr17" 21057208 21058366
"3045" "chr17" 21126293 21126919
"3046" "chr17" 21277565 21278844
"3047" "chr17" 21417223 21418414
"3048" "chr17" 21514732 21515459
"3049" "chr17" 21816931 21818233
"3050" "chr17" 21887778 21888313
"3051" "chr17" 22066500 22067446
"3052" "chr17" 22136564 22137212
"3053" "chr17" 22577094 22577966
"3054" "chr17" 22587246 22588954
"3055" "chr17" 22760109 22761481
"3056" "chr17" 22956336 22957142
"3057" "chr17" 23254025 23255258
"3058" "chr17" 23729399 23730440
"3059" "chr17" 23893803 23894963
"3060" "chr17" 23926392 23927552
"3061" "chr17" 23937281 23938463
"3062" "chr17" 24108931 24109863
"3063" "chr17" 24318569 24319047
"3064" "chr17" 24445732 24446556
"3065" "chr17" 24520088 24521650
"3066" "chr17" 24590060 24591037
"3067" "chr17" 24604329 24604749
"3068" "chr17" 24613185 24613736
"3069" "chr17" 24614989 24615649
"3070" "chr17" 24623433 24623648
"3071" "chr17" 24632202 24633634
"3072" "chr17" 24684626 24685178
"3073" "chr17" 24687139 24688089
"3074" "chr17" 24717158 24718485
"3075" "chr17" 24820335 24820893
"3076" "chr17" 24821381 24822098
"3077" "chr17" 24866557 24867160
"3078" "chr17" 24890629 24891349
"3079" "chr17" 24937137 24937889
"3080" "chr17" 25196977 25197216
"3081" "chr17" 25302798 25303354
"3082" "chr17" 25325704 25326834
"3083" "chr17" 25425843 25426758
"3084" "chr17" 25444094 25445467
"3085" "chr17" 25563464 25564226
"3086" "chr17" 25589810 25590565
"3087" "chr17" 25630303 25631141
"3088" "chr17" 25648433 25649342
"3089" "chr17" 25677109 25678366
"3090" "chr17" 25856488 25857363
"3091" "chr17" 25954282 25956004
"3092" "chr17" 26537147 26538332
"3093" "chr17" 26604326 26605087
"3094" "chr17" 26610199 26610935
"3095" "chr17" 26611858 26612445
"3096" "chr17" 26720033 26721205
"3097" "chr17" 26722759 26722959
"3098" "chr17" 26753863 26755196
"3099" "chr17" 26803366 26804032
"3100" "chr17" 26827873 26828681
"3101" "chr17" 26910794 26912012
"3102" "chr17" 26925953 26927060
"3103" "chr17" 26935062 26935444
"3104" "chr17" 26981159 26982574
"3105" "chr17" 27064084 27065380
"3106" "chr17" 27175833 27177059
"3107" "chr17" 27235161 27235902
"3108" "chr17" 27265781 27266185
"3109" "chr17" 27272688 27273752
"3110" "chr17" 27382462 27383234
"3111" "chr17" 27418398 27419456
"3112" "chr17" 27723164 27724113
"3113" "chr17" 28005541 28007453
"3114" "chr17" 28101203 28102573
"3115" "chr17" 28339794 28341338
"3116" "chr17" 28624061 28624852
"3117" "chr17" 28669928 28671405
"3118" "chr17" 28706740 28708006
"3119" "chr17" 29270420 29271545
"3120" "chr17" 29275937 29277537
"3121" "chr17" 29311993 29312890
"3122" "chr17" 29319437 29320216
"3123" "chr17" 29345304 29346421
"3124" "chr17" 29901384 29902569
"3125" "chr17" 30368695 30369628
"3126" "chr17" 30448181 30449233
"3127" "chr17" 30520117 30521227
"3128" "chr17" 30748894 30749844
"3129" "chr17" 30843622 30844392
"3130" "chr17" 30861895 30863376
"3131" "chr17" 30975370 30976314
"3132" "chr17" 31058387 31059307
"3133" "chr17" 31184983 31186076
"3134" "chr17" 31211562 31212608
"3135" "chr17" 31220885 31222020
"3136" "chr17" 31343541 31344603
"3137" "chr17" 31360295 31361031
"3138" "chr17" 31362890 31363801
"3139" "chr17" 31579113 31580091
"3140" "chr17" 31611568 31612836
"3141" "chr17" 31621550 31622453
"3142" "chr17" 31638785 31639957
"3143" "chr17" 31711310 31712333
"3144" "chr17" 31718648 31719461
"3145" "chr17" 31739218 31740304
"3146" "chr17" 31819175 31819893
"3147" "chr17" 31820451 31820847
"3148" "chr17" 32369739 32370518
"3149" "chr17" 32499568 32501038
"3150" "chr17" 32531527 32532231
"3151" "chr17" 32622786 32623366
"3152" "chr17" 32742885 32743213
"3153" "chr17" 32778757 32779708
"3154" "chr17" 32865444 32866204
"3155" "chr17" 33158219 33158456
"3156" "chr17" 33288453 33289473
"3157" "chr17" 33296123 33297068
"3158" "chr17" 33414313 33415834
"3159" "chr17" 33716439 33716799
"3160" "chr17" 33719121 33720092
"3161" "chr17" 33999462 34000616
"3162" "chr17" 34186296 34187556
"3163" "chr17" 34805494 34806382
"3164" "chr17" 35075850 35077142
"3165" "chr17" 35096829 35097800
"3166" "chr17" 35237832 35238647
"3167" "chr17" 35278497 35279216
"3168" "chr17" 35351847 35352812
"3169" "chr17" 35880531 35882258
"3170" "chr17" 36895937 36896722
"3171" "chr17" 36935880 36936829
"3172" "chr17" 37054267 37055250
"3173" "chr17" 37155517 37156854
"3174" "chr17" 37194226 37195779
"3175" "chr17" 37213196 37214308
"3176" "chr17" 37215672 37215839
"3177" "chr17" 37227849 37228769
"3178" "chr17" 37253542 37254300
"3179" "chr17" 37474239 37475568
"3180" "chr17" 37510639 37511444
"3181" "chr17" 37624263 37625777
"3182" "chr17" 38295793 38296445
"3183" "chr17" 38441538 38442505
"3184" "chr17" 38778642 38779436
"3185" "chr17" 38886463 38887824
"3186" "chr17" 39697326 39698326
"3187" "chr17" 39790278 39790689
"3188" "chr17" 40878839 40880231
"3189" "chr17" 40955255 40956346
"3190" "chr17" 41081545 41082230
"3191" "chr17" 41302255 41302912
"3192" "chr17" 41337155 41337646
"3193" "chr17" 41463672 41465422
"3194" "chr17" 41798320 41798928
"3195" "chr17" 41992016 41992824
"3196" "chr17" 42798330 42799206
"3197" "chr17" 42841888 42843027
"3198" "chr17" 43011783 43012543
"3199" "chr17" 43012796 43013912
"3200" "chr17" 43031587 43032191
"3201" "chr17" 43032438 43032791
"3202" "chr17" 43286381 43287663
"3203" "chr17" 43399198 43400254
"3204" "chr17" 43465287 43466539
"3205" "chr17" 43468654 43469033
"3206" "chr17" 43486275 43487667
"3207" "chr17" 43594143 43594956
"3208" "chr17" 43623076 43624154
"3209" "chr17" 43659580 43660858
"3210" "chr17" 43666105 43666634
"3211" "chr17" 43862832 43864158
"3212" "chr17" 43926377 43927436
"3213" "chr17" 44030321 44031743
"3214" "chr17" 44115200 44116195
"3215" "chr17" 44247681 44247793
"3216" "chr17" 44249358 44249864
"3217" "chr17" 44440237 44441311
"3218" "chr17" 44463033 44464250
"3219" "chr17" 44584442 44585121
"3220" "chr17" 44755894 44757013
"3221" "chr17" 44775273 44776348
"3222" "chr17" 44779963 44781018
"3223" "chr17" 44967583 44968664
"3224" "chr17" 45009494 45010729
"3225" "chr17" 45104109 45105089
"3226" "chr17" 45150226 45151145
"3227" "chr17" 45253445 45254734
"3228" "chr17" 45386357 45387386
"3229" "chr17" 45454699 45455432
"3230" "chr17" 45551841 45552768
"3231" "chr17" 45639215 45639949
"3232" "chr17" 45733685 45734363
"3233" "chr17" 45738005 45738384
"3234" "chr17" 46386749 46387652
"3235" "chr17" 46457129 46457731
"3236" "chr17" 48126681 48127765
"3237" "chr17" 48705310 48706020
"3238" "chr17" 48804800 48805453
"3239" "chr17" 48915113 48915932
"3240" "chr17" 48935423 48936069
"3241" "chr17" 49280192 49280430
"3242" "chr17" 49438243 49439370
"3243" "chr17" 49481228 49482338
"3244" "chr17" 49636494 49637824
"3245" "chr17" 49994940 49996043
"3246" "chr17" 50009528 50010602
"3247" "chr17" 50073299 50074723
"3248" "chr17" 50127537 50128425
"3249" "chr17" 50218663 50220224
"3250" "chr17" 50233779 50234364
"3251" "chr17" 50247743 50248536
"3252" "chr17" 50261379 50262623
"3253" "chr17" 50389311 50390540
"3254" "chr17" 50655683 50656935
"3255" "chr17" 50701772 50702551
"3256" "chr17" 51223343 51224709
"3257" "chr17" 51519813 51520414
"3258" "chr17" 51743752 51743990
"3259" "chr17" 51818081 51818987
"3260" "chr17" 51892023 51893236
"3261" "chr17" 52524316 52525026
"3262" "chr17" 52579234 52579878
"3263" "chr17" 52636661 52637563
"3264" "chr17" 52657948 52659318
"3265" "chr17" 52821733 52822749
"3266" "chr17" 52822912 52823416
"3267" "chr17" 53022017 53022957
"3268" "chr17" 53156558 53156965
"3269" "chr17" 53283142 53284574
"3270" "chr17" 53296242 53297450
"3271" "chr17" 53308223 53308936
"3272" "chr17" 53311093 53311983
"3273" "chr17" 53427470 53428381
"3274" "chr17" 53439693 53440460
"3275" "chr18" 11037 12271
"3276" "chr18" 32910 34331
"3277" "chr18" 62930 63768
"3278" "chr18" 91620 92426
"3279" "chr18" 173153 174425
"3280" "chr18" 210180 210706
"3281" "chr18" 302762 303320
"3282" "chr18" 328087 329252
"3283" "chr18" 398685 399613
"3284" "chr18" 493313 495231
"3285" "chr18" 507504 508272
"3286" "chr18" 660220 661097
"3287" "chr18" 808714 809419
"3288" "chr18" 814099 815102
"3289" "chr18" 893267 894644
"3290" "chr18" 898380 899179
"3291" "chr18" 910460 911686
"3292" "chr18" 1228066 1229138
"3293" "chr18" 1258187 1259167
"3294" "chr18" 1414192 1415009
"3295" "chr18" 2188841 2189469
"3296" "chr18" 2221788 2222720
"3297" "chr18" 2547869 2549359
"3298" "chr18" 2837126 2838272
"3299" "chr18" 3038050 3039148
"3300" "chr18" 3140615 3141147
"3301" "chr18" 3166002 3167182
"3302" "chr18" 3168918 3170257
"3303" "chr18" 3527253 3528142
"3304" "chr18" 3552005 3552736
"3305" "chr18" 3571340 3571698
"3306" "chr18" 3572051 3572936
"3307" "chr18" 3579739 3580392
"3308" "chr18" 5110783 5112044
"3309" "chr18" 5247714 5248848
"3310" "chr18" 5307930 5308778
"3311" "chr18" 5391732 5393626
"3312" "chr18" 5453353 5454722
"3313" "chr18" 5489714 5490801
"3314" "chr18" 5509050 5509773
"3315" "chr18" 5510125 5510660
"3316" "chr18" 5541908 5542876
"3317" "chr18" 5691787 5692834
"3318" "chr18" 5781083 5782649
"3319" "chr18" 5813653 5814429
"3320" "chr18" 5850511 5851277
"3321" "chr18" 5874904 5875650
"3322" "chr18" 5917254 5918049
"3323" "chr18" 6536190 6537124
"3324" "chr18" 6638607 6639794
"3325" "chr18" 6855068 6856115
"3326" "chr18" 6857037 6857995
"3327" "chr18" 7030787 7031857
"3328" "chr18" 7143007 7144007
"3329" "chr18" 7345309 7346138
"3330" "chr18" 7542736 7543802
"3331" "chr18" 7810043 7811126
"3332" "chr18" 8230887 8231571
"3333" "chr18" 8312218 8313331
"3334" "chr18" 8319953 8320807
"3335" "chr18" 8379574 8380462
"3336" "chr18" 8917361 8918159
"3337" "chr18" 9046368 9047758
"3338" "chr18" 9382630 9383534
"3339" "chr18" 9493187 9493953
"3340" "chr18" 9615215 9616369
"3341" "chr18" 10713001 10713537
"3342" "chr18" 10784560 10785247
"3343" "chr18" 11184354 11185552
"3344" "chr18" 11506497 11506864
"3345" "chr18" 12057970 12058703
"3346" "chr18" 12270601 12271694
"3347" "chr18" 12294971 12295276
"3348" "chr18" 12652387 12654185
"3349" "chr18" 12655650 12656299
"3350" "chr18" 13056617 13057351
"3351" "chr18" 13077287 13078152
"3352" "chr18" 13121495 13122414
"3353" "chr18" 13203680 13204582
"3354" "chr18" 13236066 13236650
"3355" "chr18" 14274207 14274912
"3356" "chr18" 14336847 14338148
"3357" "chr18" 14476797 14478242
"3358" "chr18" 14633556 14634780
"3359" "chr18" 14693632 14694297
"3360" "chr18" 14742909 14743885
"3361" "chr18" 14836359 14837228
"3362" "chr18" 14878395 14879148
"3363" "chr18" 14900564 14901728
"3364" "chr18" 14922239 14923423
"3365" "chr18" 15105929 15107178
"3366" "chr18" 15131641 15133033
"3367" "chr18" 15155430 15156629
"3368" "chr18" 15328658 15329742
"3369" "chr18" 15778023 15778881
"3370" "chr18" 15795360 15796271
"3371" "chr18" 15841208 15842217
"3372" "chr18" 16133559 16134176
"3373" "chr18" 16589170 16590203
"3374" "chr18" 16715603 16717040
"3375" "chr18" 16936378 16937708
"3376" "chr18" 17019685 17020559
"3377" "chr18" 17146798 17147823
"3378" "chr18" 17398656 17399499
"3379" "chr18" 17428218 17429369
"3380" "chr18" 17484282 17485735
"3381" "chr18" 17492416 17493859
"3382" "chr18" 17530965 17531562
"3383" "chr18" 17534436 17535013
"3384" "chr18" 17537103 17537733
"3385" "chr18" 17600447 17601171
"3386" "chr18" 17624157 17625489
"3387" "chr18" 17659698 17660720
"3388" "chr18" 17724037 17724419
"3389" "chr18" 17725257 17726264
"3390" "chr18" 17754204 17755275
"3391" "chr18" 17785496 17786855
"3392" "chr18" 18000312 18001417
"3393" "chr18" 18103785 18104780
"3394" "chr18" 18405738 18406724
"3395" "chr18" 18439171 18440527
"3396" "chr18" 18454506 18455820
"3397" "chr18" 18523916 18524956
"3398" "chr18" 18587337 18588718
"3399" "chr18" 18666730 18667612
"3400" "chr18" 18874874 18875521
"3401" "chr18" 18879504 18881045
"3402" "chr18" 18981409 18982674
"3403" "chr18" 19102898 19103914
"3404" "chr18" 19131638 19132630
"3405" "chr18" 19418764 19420021
"3406" "chr18" 19455721 19456848
"3407" "chr18" 19490306 19491245
"3408" "chr18" 19648061 19649959
"3409" "chr18" 19772742 19774062
"3410" "chr18" 19819511 19820151
"3411" "chr18" 19990023 19991052
"3412" "chr18" 20224825 20226408
"3413" "chr18" 20468004 20468494
"3414" "chr18" 20482257 20483527
"3415" "chr18" 20531841 20532878
"3416" "chr18" 20559313 20560135
"3417" "chr18" 20607870 20608645
"3418" "chr18" 20821185 20822019
"3419" "chr18" 21046126 21047882
"3420" "chr18" 21105318 21106499
"3421" "chr18" 21113102 21115070
"3422" "chr18" 21122469 21123670
"3423" "chr18" 21177321 21177918
"3424" "chr18" 21188161 21188915
"3425" "chr18" 21270066 21271471
"3426" "chr18" 21408676 21409275
"3427" "chr18" 21910427 21911211
"3428" "chr18" 21928366 21929515
"3429" "chr18" 21950515 21952291
"3430" "chr18" 22093006 22094483
"3431" "chr18" 22285784 22287308
"3432" "chr18" 22413913 22414727
"3433" "chr18" 22415955 22416365
"3434" "chr18" 22503645 22504633
"3435" "chr18" 22605792 22606535
"3436" "chr18" 22734388 22735231
"3437" "chr18" 22793017 22794510
"3438" "chr18" 22993874 22994692
"3439" "chr18" 23193690 23194309
"3440" "chr18" 23874150 23876073
"3441" "chr18" 24919329 24920235
"3442" "chr18" 24988869 24989862
"3443" "chr18" 24996144 24996968
"3444" "chr18" 25003181 25003791
"3445" "chr18" 25051199 25051970
"3446" "chr18" 25176335 25177524
"3447" "chr18" 25645288 25645920
"3448" "chr18" 25752481 25753152
"3449" "chr18" 26085112 26086850
"3450" "chr18" 26337606 26339496
"3451" "chr18" 26421528 26422693
"3452" "chr18" 26429057 26429918
"3453" "chr18" 26796976 26798003
"3454" "chr18" 26812166 26813152
"3455" "chr18" 27000560 27001377
"3456" "chr18" 27077273 27078260
"3457" "chr18" 27101129 27102329
"3458" "chr18" 27316134 27316638
"3459" "chr18" 27337840 27338620
"3460" "chr18" 27439497 27440299
"3461" "chr18" 27731834 27733139
"3462" "chr18" 27896934 27897293
"3463" "chr18" 27904311 27905025
"3464" "chr18" 28564340 28565154
"3465" "chr18" 28987976 28988989
"3466" "chr18" 29402482 29403958
"3467" "chr18" 29898082 29898483
"3468" "chr18" 29950040 29950490
"3469" "chr18" 29961739 29961893
"3470" "chr18" 29962047 29964053
"3471" "chr18" 30020563 30021721
"3472" "chr18" 30369756 30370737
"3473" "chr18" 30421259 30422071
"3474" "chr18" 30504232 30504827
"3475" "chr18" 30507760 30508325
"3476" "chr18" 31072844 31073376
"3477" "chr18" 31104794 31105699
"3478" "chr18" 31116932 31117641
"3479" "chr18" 31280798 31281701
"3480" "chr18" 31610175 31611536
"3481" "chr18" 34170640 34171062
